Model Year,Vehicle Manufacturer Name,Veh Mfr Code,Represented Test Veh Make,Represented Test Veh Model,Test Vehicle ID,Test Veh Configuration #,Test Veh Displacement (L),Actual Tested Testgroup,Vehicle Type,Rated Horsepower,# of Cylinders and Rotors,Engine Code,Tested Transmission Type Code,Tested Transmission Type,# of Gears,Transmission Lockup?,Drive System Code,Drive System Description,Transmission Overdrive Code,Transmission Overdrive Desc,Equivalent Test Weight (lbs.),Axle Ratio,N/V Ratio,Shift Indicator Light Use Cd,Shift Indicator Light Use Desc,Test Number,Test Originator,Analytically Derived FE?,ADFE Test Number,ADFE Total Road Load HP,ADFE Equiv. Test Weight (lbs.),ADFE N/V Ratio,Test Procedure Cd,Test Procedure Description,Test Fuel Type Cd,Test Fuel Type Description,Test Category,THC (g/mi),CO (g/mi),CO2 (g/mi),NOx (g/mi),PM (g/mi),CH4 (g/mi),N2O (g/mi),RND_ADJ_FE,FE_UNIT,FE Bag 1,FE Bag 2,FE Bag 3,FE Bag 4,DT-Inertia Work Ratio Rating,DT-Absolute Speed Change Ratg,DT-Energy Economy Rating,Target Coef A (lbf),Target Coef B (lbf/mph),Target Coef C (lbf/mph**2),Set Coef A (lbf),Set Coef B (lbf/mph),Set Coef C (lbf/mph**2),Aftertreatment Device Cd,Aftertreatment Device Desc,Police - Emergency Vehicle?,Averaging Group ID,Averaging Weighting Factor,Averaging Method Cd,Averging Method Desc
2015,FCA US LLC,CRX,Chrysler,200 AWD,L5UFF9056,1,3.600,FCRXJ03.65P0,Both,295,6,AA-450,A,Automatic,9,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,4000,1.56,20.5,1,Not eqipped,FCRX10030235,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0404260,0.6883800,381.8244600,0.0128850,,0.0077530,,23.1,MPG,23.8000000,21.3000000,26.8000000,,0,-1.305000,-0.7550000,25.830,0.41410,0.016720,12.860,0.14690,0.017170,TWC,Three-way catalyst,N,,,N,No averaging
2015,FCA US LLC,CRX,Chrysler,200 AWD,L5UFF9056,1,3.600,FCRXJ03.65P0,Both,295,6,AA-450,A,Automatic,9,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,4000,1.56,20.5,1,Not eqipped,FCRX10030236,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0054910,0.0197580,218.7210000,0.0059670,,,,40.4,MPG,,,,,0,-1.755000,-0.3350000,25.830,0.41410,0.016720,12.860,0.14690,0.017170,TWC,Three-way catalyst,N,,,N,No averaging
2015,FCA US LLC,CRX,Chrysler,200 AWD,L5UFF9056,2,3.600,FCRXJ03.65PA,Both,295,6,AA-350,A,Automatic,9,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,4000,1.56,20.5,1,Not eqipped,FCRX10030726,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),38,E85 (85% Ethanol 15% EPA Unleaded Gasoline),FTP,0.0277500,0.5929630,359.6165500,0.0110840,,0.0160440,,17.3,MPG,17.7000000,16.0000000,19.9000000,,0,-0.551000,-0.0060000,25.830,0.41410,0.016720,12.856,0.14690,0.017170,TWC,Three-way catalyst,N,,,N,No averaging
2015,FCA US LLC,CRX,Chrysler,200 AWD,L5UFF9056,2,3.600,FCRXJ03.65PA,Both,295,6,AA-350,A,Automatic,9,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,4000,1.56,20.5,1,Not eqipped,FCRX10030727,MFR,No,,,,,3,HWFE,38,E85 (85% Ethanol 15% EPA Unleaded Gasoline),HWY,0.0082180,0.0127560,205.2420000,0.0030680,,,,30.4,MPG,,,,,0,-0.250000,-0.1950000,25.830,0.41410,0.016720,12.856,0.14690,0.017170,TWC,Three-way catalyst,N,,,N,No averaging
2015,FCA US LLC,CRX,Chrysler,200 AWD,L5UFF9056,2,3.600,FCRXJ03.65PA,Both,295,6,AA-350,A,Automatic,9,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,4000,1.56,20.5,1,Not eqipped,FCRX10030728,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),38,E85 (85% Ethanol 15% EPA Unleaded Gasoline),FTP,0.0267240,0.4528930,360.8448500,0.0104730,,0.0162180,,17.2,MPG,17.6000000,16.0000000,19.8000000,,0,-0.499000,-0.0170000,25.830,0.41410,0.016720,12.856,0.14690,0.017170,TWC,Three-way catalyst,N,,,N,No averaging
2015,FCA US LLC,CRX,Chrysler,200 AWD,L5UFF9056,2,3.600,FCRXJ03.65PA,Both,295,6,AA-350,A,Automatic,9,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,4000,1.56,20.5,1,Not eqipped,FCRX10030729,MFR,No,,,,,3,HWFE,38,E85 (85% Ethanol 15% EPA Unleaded Gasoline),HWY,0.0090030,0.0143980,206.6500000,0.0056660,,,,30.1,MPG,,,,,0,-1.512000,-0.1620000,25.830,0.41410,0.016720,12.856,0.14690,0.017170,TWC,Three-way catalyst,N,,,N,No averaging
2015,FCA US LLC,CRX,Chrysler,300,K1LDD1889,1,3.600,BCRXV03.6VP0,Car,292,6,AA-100,A,Automatic,5,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4250,2.65,26.6,1,Not eqipped,BCRX10033494,MFR,Yes,,,,,31,Federal fuel 3-day exhaust,38,E85 (85% Ethanol 15% EPA Unleaded Gasoline),FTP,,,406.0000000,,,,,15.5,MPG,,,,,,,,38.610,0.88940,0.011050,20.494,0.32260,0.016060,TWC,Three-way catalyst,Y,,,N,No averaging
2015,FCA US LLC,CRX,Chrysler,300,K1LDD1889,1,3.600,BCRXV03.6VP0,Car,292,6,AA-100,A,Automatic,5,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4250,2.65,26.6,1,Not eqipped,BCRX10033497,MFR,Yes,,,,,3,HWFE,38,E85 (85% Ethanol 15% EPA Unleaded Gasoline),HWY,,,240.0000000,,,,,26.2,MPG,,,,,,,,38.610,0.88940,0.011050,20.494,0.32260,0.016060,TWC,Three-way catalyst,Y,,,N,No averaging
2015,FCA US LLC,CRX,Chrysler,300 Awd,L1LDE5950,0,5.700,BCRXV05.7UP0,Car,359,8,AA-400,A,Automatic,5,Y,A,All Wheel Drive,2,Top gear ration < 1,4750,3.06,30.3,1,Not eqipped,BCRX10012037,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0386660,0.4859030,490.5133500,0.0137250,,0.0070350,,18.1,MPG,17.4000000,17.1000000,21.0000000,0,,,,46.480,0.88790,0.011720,22.925,0.43610,0.014830,TWC,Three-way catalyst,Y,,,N,No averaging
2015,FCA US LLC,CRX,Chrysler,300 Awd,L1LDE5950,0,5.700,BCRXV05.7UP0,Car,359,8,AA-400,A,Automatic,5,Y,A,All Wheel Drive,2,Top gear ration < 1,4750,3.06,30.3,1,Not eqipped,BCRX10012038,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0066840,0.2582410,271.0920000,0.0156490,,,,32.7,MPG,,,,,,,,46.480,0.88790,0.011720,22.925,0.43610,0.014830,TWC,Three-way catalyst,Y,,,N,No averaging
2015,FCA US LLC,CRX,Chrysler,300 Awd,L1LDE5950,0,5.700,BCRXV05.7UP0,Car,359,8,AA-400,A,Automatic,5,Y,A,All Wheel Drive,2,Top gear ration < 1,4750,3.06,30.3,1,Not eqipped,BCRX10012039,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0077470,0.2849270,273.1200000,0.0162160,,,,32.5,MPG,,,,,,,,46.480,0.88790,0.011720,22.925,0.43610,0.014830,TWC,Three-way catalyst,Y,,,N,No averaging
2015,FCA US LLC,CRX,Chrysler,300 Awd,L1LDE5950,0,5.700,BCRXV05.7UP0,Car,359,8,AA-400,A,Automatic,5,Y,A,All Wheel Drive,2,Top gear ration < 1,4750,3.06,30.3,1,Not eqipped,BCRX10012040,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0426310,0.5990800,485.8784200,0.0111790,,0.0063540,,18.2,MPG,17.4000000,17.3000000,21.1000000,0,,,,46.480,0.88790,0.011720,22.925,0.43610,0.014830,TWC,Three-way catalyst,Y,,,N,No averaging
2015,FCA US LLC,CRX,Chrysler,300 AWD,L2LXF9773,0,3.600,CCRXV03.6RNA,Car,292,6,FA-200,A,Automatic,8,Y,4,4-Wheel Drive,2,Top gear ration < 1,4500,3.07,36.6,1,Not eqipped,CCRX10015998,MFR,No,,,,,31,Federal fuel 3-day exhaust,38,E85 (85% Ethanol 15% EPA Unleaded Gasoline),FTP,0.0899180,0.7962280,370.2231800,0.0125850,,0.0595630,,16.8,MPG,16.0000000,16.4000000,18.7000000,,,,,58.950,-0.31010,0.025650,20.170,0.12680,0.019510,TWC,Three-way catalyst,N,,,N,No averaging
2015,FCA US LLC,CRX,Chrysler,300 AWD,L2LXF9773,0,3.600,CCRXV03.6RNA,Car,292,6,FA-200,A,Automatic,8,Y,4,4-Wheel Drive,2,Top gear ration < 1,4500,3.07,36.6,1,Not eqipped,CCRX10015999,MFR,No,,,,,3,HWFE,38,E85 (85% Ethanol 15% EPA Unleaded Gasoline),HWY,0.0067020,0.0297640,224.6910000,0.0030670,,,,27.8,MPG,,,,,,,,58.950,-0.31010,0.025650,20.170,0.12680,0.019510,TWC,Three-way catalyst,N,,,N,No averaging
2015,FCA US LLC,CRX,Chrysler,Town & Country,L1RTK9901,0,3.600,BCRXJ03.6UPA,Both,283,6,AA-100,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,4750,2.06,26.4,1,Not eqipped,BCRX10011911,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),38,E85 (85% Ethanol 15% EPA Unleaded Gasoline),FTP,0.0276900,0.3637740,410.5665300,0.0073930,,0.0130540,,15.1,MPG,14.8000000,14.2000000,17.4000000,,,,,46.030,0.19500,0.025280,13.420,0.02850,0.024230,,,N,,,N,No averaging
2015,FCA US LLC,CRX,Chrysler,Town & Country,L1RTK9901,0,3.600,BCRXJ03.6UPA,Both,283,6,AA-100,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,4750,2.06,26.4,1,Not eqipped,BCRX10011912,MFR,No,,,,,3,HWFE,38,E85 (85% Ethanol 15% EPA Unleaded Gasoline),HWY,0.0056380,0.0283250,250.1660000,0.0284320,,,,24.8,MPG,,,,,,,,46.030,0.19500,0.025280,13.420,0.02850,0.024230,,,N,,,N,No averaging
2015,FCA US LLC,CRX,Chrysler,Town & Country,L1RTK9901,0,3.600,BCRXJ03.6UPA,Both,283,6,AA-100,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,4750,2.06,26.4,1,Not eqipped,BCRX10026594,MFR,Yes,,,,,21,Federal fuel 2-day exhaust (w/can load),38,E85 (85% Ethanol 15% EPA Unleaded Gasoline),FTP,,,404.0000000,,,,,15.6,MPG,,,,,,,,46.030,0.19500,0.025280,13.420,0.02850,0.024230,,,N,,,N,No averaging
2015,FCA US LLC,CRX,Chrysler,Town & Country,L1RTK9901,0,3.600,BCRXJ03.6UPA,Both,283,6,AA-100,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,4750,2.06,26.4,1,Not eqipped,BCRX10026595,MFR,Yes,,,,,3,HWFE,38,E85 (85% Ethanol 15% EPA Unleaded Gasoline),HWY,,,247.0000000,,,,,25.5,MPG,,,,,,,,46.030,0.19500,0.025280,13.420,0.02850,0.024230,,,N,,,N,No averaging
2015,FCA US LLC,CRX,Chrysler,Town & Country,L1RTK9902,0,3.600,BCRXJ03.6UPA,Both,283,6,AA-100,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,4750,2.06,26.4,1,Not eqipped,BCRX10011907,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0366740,0.4648630,413.6258900,0.0233340,,0.0068080,,21.4,MPG,20.5000000,20.4000000,24.8000000,,,,,46.030,0.19500,0.025280,13.420,0.02850,0.024230,,,N,,,N,No averaging
2015,FCA US LLC,CRX,Chrysler,Town & Country,L1RTK9902,0,3.600,BCRXJ03.6UPA,Both,283,6,AA-100,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,4750,2.06,26.4,1,Not eqipped,BCRX10011910,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0047760,0.0969650,254.3400000,0.0240830,,,,35.0,MPG,,,,,,,,46.030,0.19500,0.025280,13.420,0.02850,0.024230,,,N,,,N,No averaging
2015,FCA US LLC,CRX,Chrysler,Town & Country,L1RTK9902,0,3.600,BCRXJ03.6UPA,Both,283,6,AA-100,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,4750,2.06,26.4,1,Not eqipped,BCRX10011919,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0061700,0.0598670,254.4830000,0.0353670,,,,35.0,MPG,,,,,,,,46.030,0.19500,0.025280,13.420,0.02850,0.024230,,,N,,,N,No averaging
2015,FCA US LLC,CRX,Chrysler,Town & Country,L1RTK9902,0,3.600,BCRXJ03.6UPA,Both,283,6,AA-100,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,4750,2.06,26.4,1,Not eqipped,BCRX10026591,MFR,Yes,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,,,402.0000000,,,,,22.1,MPG,,,,,,,,46.030,0.19500,0.025280,13.420,0.02850,0.024230,,,N,,,N,No averaging
2015,FCA US LLC,CRX,Chrysler,Town & Country,L1RTK9902,0,3.600,BCRXJ03.6UPA,Both,283,6,AA-100,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,4750,2.06,26.4,1,Not eqipped,BCRX10026593,MFR,Yes,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,,,247.0000000,,,,,36.0,MPG,,,,,,,,46.030,0.19500,0.025280,13.420,0.02850,0.024230,,,N,,,N,No averaging
2015,FCA US LLC,CRX,Dodge,Avenger,V0JSD6140,0,3.600,BCRXJ03.6UPA,Both,283,6,AA-500,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3875,2.06,26.7,1,Not eqipped,BCRX10026817,MFR,Yes,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,,,431.0000000,,,,,20.6,MPG,,,,,,,,31.680,0.46320,0.016390,10.480,-0.10100,0.021750,,,N,,,N,No averaging
2015,FCA US LLC,CRX,Dodge,Avenger,V0JSD6140,0,3.600,BCRXJ03.6UPA,Both,283,6,AA-500,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3875,2.06,26.7,1,Not eqipped,BCRX10026883,MFR,Yes,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,,,255.0000000,,,,,34.9,MPG,,,,,,,,31.680,0.46320,0.016390,10.480,-0.10100,0.021750,,,N,,,N,No averaging
2015,FCA US LLC,CRX,Dodge,Avenger,V0JSD6140,0,3.600,BCRXJ03.6UPA,Both,283,6,AA-500,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3875,2.06,26.7,1,Not eqipped,BCRX10026884,MFR,Yes,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,,,440.0000000,,,,,20.2,MPG,,,,,,,,31.680,0.46320,0.016390,10.480,-0.10100,0.021750,,,N,,,N,No averaging
2015,FCA US LLC,CRX,Dodge,Avenger,V0JSD6140,0,3.600,BCRXJ03.6UPA,Both,283,6,AA-500,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3875,2.06,26.7,1,Not eqipped,BCRX10026885,MFR,Yes,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,,,269.0000000,,,,,33.0,MPG,,,,,,,,31.680,0.46320,0.016390,10.480,-0.10100,0.021750,,,N,,,N,No averaging
2015,FCA US LLC,CRX,Dodge,Challenger,L1LCD1351,0,6.400,BCRXV06.41P0,Car,470,8,AM-200,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4500,3.92,23.5,1,Not eqipped,BCRX10012004,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0620230,0.6878180,510.5503600,0.0411390,,0.0120170,,17.3,MPG,17.5000000,15.8000000,21.0000000,,,,,44.160,0.24560,0.022820,25.157,-0.02200,0.023590,TWC,Three-way catalyst,N,,,N,No averaging
2015,FCA US LLC,CRX,Dodge,Challenger,L1LCD1351,0,6.400,BCRXV06.41P0,Car,470,8,AM-200,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4500,3.92,23.5,1,Not eqipped,BCRX10012005,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0222560,0.4462400,281.8420000,0.0240650,,,,31.4,MPG,,,,,,,,44.160,0.24560,0.022820,25.157,-0.02200,0.023590,TWC,Three-way catalyst,N,,,N,No averaging
2015,FCA US LLC,CRX,Dodge,Challenger,L5LAD2881,0,6.400,FCRXV06.45P1,Car,470,8,AA-400,A,Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4500,3.09,25.2,1,Not eqipped,FCRX10032129,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0552560,0.7353850,476.3894200,0.0265350,,0.0083690,,18.6,MPG,18.6000000,17.2000000,21.9000000,,1.530000,0.620000,1.3500000,50.170,0.08030,0.023500,16.326,0.28290,0.019690,TWC,Three-way catalyst,N,,,N,No averaging
2015,FCA US LLC,CRX,Dodge,Challenger,L5LAD2881,0,6.400,FCRXV06.45P1,Car,470,8,AA-400,A,Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4500,3.09,25.2,1,Not eqipped,FCRX10032130,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0148220,0.5861660,256.4380000,0.0102100,,,,34.6,MPG,,,,,-2.000000,-1.600000,0.3000000,50.170,0.08030,0.023500,16.326,0.28290,0.019690,TWC,Three-way catalyst,N,,,N,No averaging
2015,FCA US LLC,CRX,Dodge,Challenger,L5LAD7673,0,5.700,FCRXV05.75P1,Car,372,8,AA-600,A,Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4500,3.08,25.0,1,Not eqipped,FCRX10032126,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0327530,0.6069780,448.1937200,0.0198510,,0.0061590,,19.8,MPG,18.9000000,18.8000000,22.8000000,,-2.800000,-1.900000,-0.9000000,51.210,-0.13460,0.026630,17.933,0.05600,0.023550,TWC,Three-way catalyst,N,,,N,No averaging
2015,FCA US LLC,CRX,Dodge,Challenger,L5LAD7673,0,5.700,FCRXV05.75P1,Car,372,8,AA-600,A,Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4500,3.08,25.0,1,Not eqipped,FCRX10032127,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0096290,0.1699730,253.8910000,0.0155880,,,,35.0,MPG,,,,,2.740000,2.330000,0.6000000,51.210,-0.13460,0.026630,17.933,0.05600,0.023550,TWC,Three-way catalyst,N,,,N,No averaging
2015,FCA US LLC,CRX,Dodge,Challenger,L5LAD7673,0,5.700,FCRXV05.75P1,Car,372,8,AA-600,A,Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4500,3.08,25.0,1,Not eqipped,FCRX10032128,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0077600,0.1504460,250.8260000,0.0136240,,,,35.4,MPG,,,,,-2.100000,-1.700000,0,51.210,-0.13460,0.026630,17.933,0.05600,0.023550,TWC,Three-way catalyst,N,,,N,No averaging
2015,FCA US LLC,CRX,Dodge,Challenger,V0LCD1814,0,5.700,ACRXV05.71P0,Car,370,8,AM-100,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4500,3.92,23.7,1,Not eqipped,ACRX10011435,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0552780,0.5770110,474.5497500,0.0350810,,0.0079750,,18.7,MPG,18.5000000,17.1000000,22.7000000,,,,,43.070,0.40890,0.019700,18.690,0.12980,0.020810,TWC,Three-way catalyst,N,,,N,No averaging
2015,FCA US LLC,CRX,Dodge,Challenger,V0LCD1814,0,5.700,ACRXV05.71P0,Car,370,8,AM-100,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4500,3.92,23.7,1,Not eqipped,ACRX10011436,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0046630,0.1056890,272.1980000,0.0652960,,,,32.6,MPG,,,,,,,,43.070,0.40890,0.019700,18.690,0.12980,0.020810,TWC,Three-way catalyst,N,,,N,No averaging
2015,FCA US LLC,CRX,Dodge,Challenger SRT8,L5LAD9771,0,6.200,FCRXV06.25P3,Car,707,8,AM-101,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4750,3.70,28.0,1,Not eqipped,FCRX10032917,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0826730,0.8843320,552.3954300,0.0308220,,0.0152040,,16.0,MPG,16.0000000,14.8000000,18.8000000,,-1.700000,-1.000000,-1.1000000,40.410,0.48370,0.022080,20.180,0.15600,0.022560,TWC,Three-way catalyst,N,,,N,No averaging
2015,FCA US LLC,CRX,Dodge,Challenger SRT8,L5LAD9771,0,6.200,FCRXV06.25P3,Car,707,8,AM-101,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4750,3.70,28.0,1,Not eqipped,FCRX10032918,MFR,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.0266510,0.8363870,451.5830000,0.0655790,,,,19.5,MPG,13.2000000,22.6000000,,,-1.900000,-1.300000,-0.7000000,40.410,0.48370,0.022080,20.180,0.15600,0.022560,TWC,Three-way catalyst,N,,,N,No averaging
2015,FCA US LLC,CRX,Dodge,Challenger SRT8,L5LAD9771,0,6.200,FCRXV06.25P3,Car,707,8,AM-101,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4750,3.70,28.0,1,Not eqipped,FCRX10032919,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0171680,0.3015560,319.4090000,0.0116730,,,,27.7,MPG,,,,,-1.400000,-1.200000,0.0700000,40.410,0.48370,0.022080,20.180,0.15600,0.022560,TWC,Three-way catalyst,N,,,N,No averaging
2015,FCA US LLC,CRX,Dodge,Challenger SRT8,L5LAD9772,0,6.200,FCRXV06.25P3,Car,707,8,AA-200,A,Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4750,2.62,21.1,1,Not eqipped,FCRX10032906,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0409750,0.3213240,551.2988900,0.0194190,,0.0089040,,16.1,MPG,16.8000000,14.6000000,19.2000000,,-1.900000,-1.200000,-0.6000000,53.520,-0.05200,0.027570,13.533,0.35070,0.021810,TWC,Three-way catalyst,N,,,N,No averaging
2015,FCA US LLC,CRX,Dodge,Challenger SRT8,L5LAD9772,0,6.200,FCRXV06.25P3,Car,707,8,AA-200,A,Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4750,2.62,21.1,1,Not eqipped,FCRX10032907,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0116110,0.0669850,308.2680000,0.0138420,,,,28.8,MPG,,,,,1.370000,1.080000,0.6900000,53.520,-0.05200,0.027570,13.533,0.35070,0.021810,TWC,Three-way catalyst,N,,,N,No averaging
2015,FCA US LLC,CRX,Dodge,Challenger SRT8,L5LAD9772,0,6.200,FCRXV06.25P3,Car,707,8,AA-200,A,Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4750,2.62,21.1,1,Not eqipped,FCRX10032908,MFR,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.0248390,0.2954420,438.9650000,0.0514180,,,,20.2,MPG,12.9000000,24.1000000,,,-2.000000,-0.600000,-0.6000000,53.520,-0.05200,0.027570,13.533,0.35070,0.021810,TWC,Three-way catalyst,N,,,N,No averaging
2015,FCA US LLC,CRX,Dodge,Charger,L1LCD3362,0,3.600,BCRXV03.6RNA,Car,292,6,FA-200,A,Automatic,5,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4250,2.65,27.3,1,Not eqipped,BCRX10033437,MFR,Yes,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,,,413.0000000,,,,,21.5,MPG,,,,,,,,29.870,0.87290,0.010790,13.670,0.36700,0.014870,TWC,Three-way catalyst,Y,,,N,No averaging
2015,FCA US LLC,CRX,Dodge,Charger,L1LCD3362,0,3.600,BCRXV03.6RNA,Car,292,6,FA-200,A,Automatic,5,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4250,2.65,27.3,1,Not eqipped,BCRX10033438,MFR,Yes,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,,,241.0000000,,,,,36.9,MPG,,,,,,,,29.870,0.87290,0.010790,13.670,0.36700,0.014870,TWC,Three-way catalyst,Y,,,N,No averaging
2015,FCA US LLC,CRX,Dodge,Charger,L2LDD7713,0,3.600,CCRXV03.6RNA,Car,292,6,FA-300,A,Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4250,2.65,22.0,1,Not eqipped,CCRX10016334,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0340720,0.4171290,370.3176000,0.0170150,,0.0092120,,23.9,MPG,23.5000000,22.5000000,27.7000000,0,,,,45.210,-0.03110,0.020090,11.826,0.41490,0.014650,TWC,Three-way catalyst,N,,,N,No averaging
2015,FCA US LLC,CRX,Dodge,Charger,L2LDD7713,0,3.600,CCRXV03.6RNA,Car,292,6,FA-300,A,Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4250,2.65,22.0,1,Not eqipped,CCRX10016335,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0057020,0.0593100,205.6150000,0.0032390,,,,43.1,MPG,,,,,,,,45.210,-0.03110,0.020090,11.826,0.41490,0.014650,TWC,Three-way catalyst,N,,,N,No averaging
2015,FCA US LLC,CRX,Dodge,Charger,L2LDD7713,1,3.600,CCRXV03.6RNA,Car,292,6,FA-300,A,Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4250,2.65,22.0,1,Not eqipped,CCRX10016400,MFR,No,,,,,3,HWFE,38,E85 (85% Ethanol 15% EPA Unleaded Gasoline),HWY,0.0054520,0.0401750,197.4560000,0.0019190,,,,31.7,MPG,,,,,,,,45.210,-0.03110,0.020090,11.826,0.41490,0.014650,TWC,Three-way catalyst,N,,,N,No averaging
